Game Name, Month, Day, Year, Num1, Num2, Num3, Num4, Sum It Up
Daily 4 Morning,6,16,2018,3,5,3,7,18,
Daily 4 Morning,6,18,2018,9,5,1,8,23,
Daily 4 Morning,6,19,2018,2,4,8,4,18,
Daily 4 Morning,6,20,2018,7,3,4,8,22,
Daily 4 Morning,6,21,2018,1,7,1,3,12,
Daily 4 Morning,6,22,2018,3,4,8,3,18,
Daily 4 Morning,6,23,2018,1,9,9,7,26,
Daily 4 Morning,6,25,2018,7,1,4,3,15,
Daily 4 Morning,6,26,2018,3,0,3,2,8,
Daily 4 Morning,6,27,2018,5,4,4,0,13,
Daily 4 Morning,6,28,2018,0,2,2,0,4,
Daily 4 Morning,6,29,2018,2,8,5,0,15,
Daily 4 Morning,6,30,2018,8,0,6,3,17,
Daily 4 Morning,7,2,2018,0,5,3,6,14,
Daily 4 Morning,7,3,2018,2,7,4,8,21,
Daily 4 Morning,7,4,2018,2,6,6,5,19,
Daily 4 Morning,7,5,2018,2,1,4,8,15,
Daily 4 Morning,7,6,2018,6,8,5,1,20,
Daily 4 Morning,7,7,2018,1,9,0,5,15,
Daily 4 Morning,7,9,2018,9,0,7,4,20,
Daily 4 Morning,7,10,2018,0,1,1,8,10,
Daily 4 Morning,7,11,2018,9,6,2,9,26,
Daily 4 Morning,7,12,2018,6,5,9,2,22,
Daily 4 Morning,7,13,2018,2,4,6,5,17,
Daily 4 Morning,7,14,2018,4,7,7,3,21,
Daily 4 Morning,7,16,2018,4,1,0,7,12,
Daily 4 Morning,7,17,2018,1,9,3,9,22,
Daily 4 Morning,7,18,2018,5,0,9,8,22,
Daily 4 Morning,7,19,2018,9,0,8,8,25,
Daily 4 Morning,7,20,2018,5,0,4,7,16,
Daily 4 Morning,7,21,2018,7,9,3,4,23,
Daily 4 Morning,7,23,2018,4,2,9,9,24,
Daily 4 Morning,7,24,2018,4,9,0,7,20,
Daily 4 Morning,7,25,2018,3,6,7,1,17,
Daily 4 Morning,7,26,2018,4,1,7,5,17,
Daily 4 Morning,7,27,2018,7,7,3,0,17,
Daily 4 Morning,7,28,2018,2,3,2,7,14,
Daily 4 Morning,7,30,2018,0,0,7,5,12,
Daily 4 Morning,7,31,2018,8,9,2,5,24,
Daily 4 Morning,8,1,2018,3,5,6,9,23,
Daily 4 Morning,8,2,2018,1,4,7,8,20,
Daily 4 Morning,8,3,2018,1,0,6,5,12,
Daily 4 Morning,8,4,2018,0,0,6,7,13,
Daily 4 Morning,8,6,2018,1,6,0,7,14,
Daily 4 Morning,8,7,2018,9,3,8,7,27,
Daily 4 Morning,8,8,2018,8,5,0,1,14,
Daily 4 Morning,8,9,2018,2,8,0,8,18,
Daily 4 Morning,8,10,2018,5,9,1,4,19,
Daily 4 Morning,8,11,2018,0,9,1,2,12,
Daily 4 Morning,8,13,2018,6,5,2,4,17,
Daily 4 Morning,8,14,2018,5,7,4,7,23,
Daily 4 Morning,8,15,2018,7,3,9,5,24,
Daily 4 Morning,8,16,2018,8,2,6,9,25,
Daily 4 Morning,8,17,2018,8,5,5,1,19,
Daily 4 Morning,8,18,2018,5,7,0,1,13,
Daily 4 Morning,8,20,2018,0,2,4,9,15,
Daily 4 Morning,8,21,2018,0,4,2,8,14,
Daily 4 Morning,8,22,2018,2,2,7,0,11,
Daily 4 Morning,8,23,2018,6,5,8,1,20,
Daily 4 Morning,8,24,2018,4,5,6,6,21,
Daily 4 Morning,8,25,2018,3,3,2,9,17,
Daily 4 Morning,8,27,2018,7,5,0,4,16,
Daily 4 Morning,8,28,2018,2,2,5,7,16,
Daily 4 Morning,8,29,2018,9,0,6,7,22,
Daily 4 Morning,8,30,2018,4,5,9,4,22,
Daily 4 Morning,8,31,2018,1,3,3,2,9,
Daily 4 Morning,9,1,2018,8,1,5,9,23,
Daily 4 Morning,9,3,2018,6,7,0,7,20,
Daily 4 Morning,9,4,2018,7,0,3,1,11,
Daily 4 Morning,9,5,2018,1,6,8,9,24,
Daily 4 Morning,9,6,2018,9,3,3,5,20,
Daily 4 Morning,9,7,2018,9,1,5,6,21,
Daily 4 Morning,9,8,2018,2,6,5,5,18,
Daily 4 Morning,9,10,2018,6,5,7,3,21,
Daily 4 Morning,9,11,2018,9,7,1,5,22,
Daily 4 Morning,9,12,2018,4,9,5,4,22,
Daily 4 Morning,9,13,2018,8,5,7,3,23,
Daily 4 Morning,9,14,2018,2,6,0,9,17,
Daily 4 Morning,9,15,2018,3,6,6,9,24,
Daily 4 Morning,9,17,2018,7,2,0,0,9,
Daily 4 Morning,9,18,2018,1,0,4,2,7,
Daily 4 Morning,9,19,2018,7,3,1,0,11,
Daily 4 Morning,9,20,2018,0,8,9,8,25,
Daily 4 Morning,9,21,2018,6,5,8,9,28,
Daily 4 Morning,9,22,2018,2,0,2,0,4,
Daily 4 Morning,9,24,2018,7,9,6,9,31,
Daily 4 Morning,9,25,2018,4,2,9,5,20,
Daily 4 Morning,9,26,2018,1,8,7,5,21,
Daily 4 Morning,9,27,2018,8,3,8,0,19,
Daily 4 Morning,9,28,2018,6,5,8,1,20,
Daily 4 Morning,9,29,2018,9,2,2,7,20,
Daily 4 Morning,10,1,2018,5,9,4,2,20,
Daily 4 Morning,10,2,2018,0,1,8,0,9,
Daily 4 Morning,10,3,2018,6,9,1,1,17,
Daily 4 Morning,10,4,2018,6,0,4,7,17,
Daily 4 Morning,10,5,2018,0,1,5,6,12,
Daily 4 Morning,10,6,2018,7,4,6,8,25,
Daily 4 Morning,10,8,2018,7,8,0,8,23,
Daily 4 Morning,10,9,2018,0,8,8,5,21,
Daily 4 Morning,10,10,2018,0,7,4,3,14,
Daily 4 Morning,10,11,2018,5,3,5,1,14,
Daily 4 Morning,10,12,2018,2,3,2,7,14,
Daily 4 Morning,10,13,2018,7,5,1,9,22,
Daily 4 Morning,10,15,2018,6,1,8,8,23,
Daily 4 Morning,10,16,2018,5,0,4,3,12,
Daily 4 Morning,10,17,2018,0,1,0,9,10,
Daily 4 Morning,10,18,2018,3,8,0,6,17,
Daily 4 Morning,10,19,2018,9,0,6,8,23,
Daily 4 Morning,10,20,2018,7,3,3,1,14,
Daily 4 Morning,10,22,2018,2,7,2,2,13,
Daily 4 Morning,10,23,2018,7,2,1,5,15,
Daily 4 Morning,10,24,2018,7,0,4,6,17,
Daily 4 Morning,10,25,2018,7,2,3,7,19,
Daily 4 Morning,10,26,2018,5,8,4,8,25,
Daily 4 Morning,10,27,2018,9,3,7,0,19,
Daily 4 Morning,10,29,2018,5,5,3,5,18,
Daily 4 Morning,10,30,2018,6,8,5,2,21,
Daily 4 Morning,10,31,2018,3,0,4,1,8,
Daily 4 Morning,11,1,2018,7,8,8,2,25,
Daily 4 Morning,11,2,2018,8,1,2,4,15,
Daily 4 Morning,11,3,2018,1,4,8,6,19,
Daily 4 Morning,11,5,2018,2,4,8,7,21,
Daily 4 Morning,11,6,2018,9,7,6,7,29,
Daily 4 Morning,11,7,2018,2,4,3,4,13,
Daily 4 Morning,11,8,2018,0,6,0,1,7,
Daily 4 Morning,11,9,2018,7,7,8,2,24,
Daily 4 Morning,11,10,2018,7,1,3,3,14,
Daily 4 Morning,11,12,2018,7,6,6,4,23,
Daily 4 Morning,11,13,2018,6,2,1,8,17,
Daily 4 Morning,11,14,2018,3,8,2,6,19,
Daily 4 Morning,11,15,2018,8,4,4,1,17,
Daily 4 Morning,11,16,2018,4,0,2,9,15,
Daily 4 Morning,11,17,2018,5,9,8,8,30,
Daily 4 Morning,11,19,2018,9,4,4,9,26,
Daily 4 Morning,11,20,2018,6,5,3,8,22,
Daily 4 Morning,11,21,2018,3,5,4,2,14,
Daily 4 Morning,11,22,2018,9,6,3,0,18,
Daily 4 Morning,11,23,2018,4,9,1,9,23,
Daily 4 Morning,11,24,2018,8,6,0,7,21,
Daily 4 Morning,11,26,2018,8,9,1,4,22,
Daily 4 Morning,11,27,2018,7,5,6,1,19,
Daily 4 Morning,11,28,2018,1,1,0,8,10,
Daily 4 Morning,11,29,2018,6,6,7,2,21,
Daily 4 Morning,11,30,2018,5,5,3,8,21,
Daily 4 Morning,12,1,2018,5,9,0,2,16,
Daily 4 Morning,12,3,2018,3,4,8,6,21,
Daily 4 Morning,12,4,2018,0,6,6,0,12,
Daily 4 Morning,12,5,2018,9,8,7,8,32,
Daily 4 Morning,12,6,2018,3,9,4,4,20,
Daily 4 Morning,12,7,2018,3,6,8,3,20,
Daily 4 Morning,12,8,2018,5,5,6,7,23,
Daily 4 Morning,12,10,2018,3,1,4,0,8,
Daily 4 Morning,12,11,2018,9,7,4,2,22,
Daily 4 Morning,12,12,2018,8,0,2,6,16,
Daily 4 Morning,12,13,2018,4,3,5,9,21,
Daily 4 Morning,12,14,2018,7,2,1,3,13,
Daily 4 Morning,12,15,2018,1,0,9,6,16,
Daily 4 Morning,12,17,2018,4,0,9,4,17,
Daily 4 Morning,12,18,2018,4,7,8,0,19,
Daily 4 Morning,12,19,2018,5,0,2,7,14,
Daily 4 Morning,12,20,2018,7,7,1,5,20,
Daily 4 Morning,12,21,2018,9,3,4,0,16,
Daily 4 Morning,12,22,2018,7,0,6,6,19,
Daily 4 Morning,12,24,2018,7,5,7,9,28,
Daily 4 Morning,12,25,2018,0,3,0,1,4,
Daily 4 Morning,12,26,2018,9,9,6,2,26,
Daily 4 Morning,12,27,2018,5,6,0,4,15,
Daily 4 Morning,12,28,2018,1,7,9,4,21,
Daily 4 Morning,12,29,2018,1,8,6,0,15,
Daily 4 Morning,12,31,2018,8,3,2,1,14,
Daily 4 Morning,1,1,2019,5,4,3,4,16,
Daily 4 Morning,1,2,2019,5,7,7,9,28,
Daily 4 Morning,1,3,2019,4,4,0,6,14,
Daily 4 Morning,1,4,2019,0,4,8,4,16,
Daily 4 Morning,1,5,2019,5,0,1,6,12,
Daily 4 Morning,1,7,2019,0,1,9,9,19,
Daily 4 Morning,1,8,2019,0,9,0,9,18,
Daily 4 Morning,1,9,2019,5,2,7,8,22,
Daily 4 Morning,1,10,2019,1,2,3,5,11,
Daily 4 Morning,1,11,2019,6,6,5,6,23,
Daily 4 Morning,1,12,2019,9,3,6,6,24,
Daily 4 Morning,1,14,2019,9,6,7,8,30,
Daily 4 Morning,1,15,2019,5,5,8,9,27,
Daily 4 Morning,1,16,2019,5,9,4,3,21,
Daily 4 Morning,1,17,2019,6,0,6,6,18,
Daily 4 Morning,1,18,2019,6,9,3,5,23,
Daily 4 Morning,1,19,2019,2,6,4,4,16,
Daily 4 Morning,1,21,2019,9,2,9,2,22,
Daily 4 Morning,1,22,2019,4,8,3,0,15,
Daily 4 Morning,1,23,2019,5,6,8,6,25,
Daily 4 Morning,1,24,2019,1,8,6,8,23,
Daily 4 Morning,1,25,2019,9,0,6,6,21,
Daily 4 Morning,1,26,2019,1,6,9,3,19,
Daily 4 Morning,1,28,2019,5,5,3,6,19,
Daily 4 Morning,1,29,2019,0,7,1,4,12,
Daily 4 Morning,1,30,2019,0,3,9,0,12,
Daily 4 Morning,1,31,2019,2,9,8,2,21,
Daily 4 Morning,2,1,2019,1,5,0,6,12,
Daily 4 Morning,2,2,2019,6,6,2,4,18,
Daily 4 Morning,2,4,2019,0,7,0,1,8,
Daily 4 Morning,2,5,2019,9,2,9,7,27,
Daily 4 Morning,2,6,2019,8,2,0,7,17,
Daily 4 Morning,2,7,2019,1,7,3,9,20,
Daily 4 Morning,2,8,2019,9,2,3,3,17,
Daily 4 Morning,2,9,2019,8,8,3,8,27,
Daily 4 Morning,2,11,2019,4,2,8,1,15,
Daily 4 Morning,2,12,2019,9,9,5,0,23,
Daily 4 Morning,2,13,2019,5,2,6,9,22,
Daily 4 Morning,2,14,2019,4,1,1,3,9,
Daily 4 Morning,2,15,2019,1,1,2,9,13,
Daily 4 Morning,2,16,2019,4,6,0,1,11,
Daily 4 Morning,2,18,2019,3,0,0,2,5,
Daily 4 Morning,2,19,2019,6,3,5,6,20,
Daily 4 Morning,2,20,2019,2,3,0,3,8,
Daily 4 Morning,2,21,2019,0,1,0,4,5,
Daily 4 Morning,2,22,2019,0,0,8,8,16,
Daily 4 Morning,2,23,2019,7,0,5,6,18,
Daily 4 Morning,2,25,2019,5,4,8,3,20,
Daily 4 Morning,2,26,2019,2,5,9,2,18,
Daily 4 Morning,2,27,2019,1,4,0,2,7,
Daily 4 Morning,2,28,2019,4,7,9,4,24,
Daily 4 Morning,3,1,2019,2,3,7,9,21,
Daily 4 Morning,3,2,2019,3,9,4,9,25,
Daily 4 Morning,3,4,2019,0,3,7,3,13,
Daily 4 Morning,3,5,2019,2,1,0,1,4,
Daily 4 Morning,3,6,2019,9,7,9,3,28,
Daily 4 Morning,3,7,2019,3,1,4,0,8,
Daily 4 Morning,3,8,2019,1,9,8,7,25,
Daily 4 Morning,3,9,2019,8,7,9,7,31,
Daily 4 Morning,3,11,2019,5,0,2,0,7,
Daily 4 Morning,3,12,2019,3,9,7,1,20,
Daily 4 Morning,3,13,2019,8,3,7,2,20,
Daily 4 Morning,3,14,2019,8,3,0,7,18,
Daily 4 Morning,3,15,2019,7,8,0,8,23,
Daily 4 Morning,3,16,2019,3,9,7,6,25,
Daily 4 Morning,3,18,2019,2,7,5,3,17,
Daily 4 Morning,3,19,2019,1,3,5,4,13,
Daily 4 Morning,3,20,2019,2,7,9,2,20,
Daily 4 Morning,3,21,2019,2,5,7,1,15,
Daily 4 Morning,3,22,2019,5,6,2,8,21,
Daily 4 Morning,3,23,2019,9,6,0,9,24,
Daily 4 Morning,3,25,2019,5,6,3,8,22,
Daily 4 Morning,3,26,2019,7,4,2,7,20,
Daily 4 Morning,3,27,2019,7,2,2,6,17,
Daily 4 Morning,3,28,2019,3,7,9,8,27,
Daily 4 Morning,3,29,2019,6,8,2,9,25,
Daily 4 Morning,3,30,2019,5,1,4,6,16,
Daily 4 Morning,4,1,2019,7,2,9,5,23,
Daily 4 Morning,4,2,2019,2,2,0,8,12,
Daily 4 Morning,4,3,2019,8,2,5,2,17,
Daily 4 Morning,4,4,2019,1,6,2,0,9,
Daily 4 Morning,4,5,2019,8,2,4,9,23,
Daily 4 Morning,4,6,2019,8,9,3,5,25,
Daily 4 Morning,4,8,2019,3,5,1,2,11,
Daily 4 Morning,4,9,2019,7,3,8,8,26,
Daily 4 Morning,4,10,2019,2,6,9,3,20,
Daily 4 Morning,4,11,2019,9,0,3,4,16,
Daily 4 Morning,4,12,2019,4,3,5,6,18,
Daily 4 Morning,4,13,2019,0,5,4,4,13,
Daily 4 Morning,4,15,2019,8,2,6,4,20,
Daily 4 Morning,4,16,2019,8,6,0,9,23,
Daily 4 Morning,4,17,2019,0,7,6,8,21,
Daily 4 Morning,4,18,2019,0,4,8,9,21,
Daily 4 Morning,4,19,2019,5,1,3,4,13,
Daily 4 Morning,4,20,2019,0,4,0,9,13,
Daily 4 Morning,4,22,2019,9,5,5,9,28,
Daily 4 Morning,4,23,2019,1,4,8,4,17,
Daily 4 Morning,4,24,2019,9,2,4,7,22,
Daily 4 Morning,4,25,2019,5,0,4,6,15,
Daily 4 Morning,4,26,2019,9,5,3,9,26,
Daily 4 Morning,4,27,2019,7,8,0,3,18,
Daily 4 Morning,4,29,2019,9,6,2,4,,2
Daily 4 Morning,4,30,2019,2,5,5,2,,5
Daily 4 Morning,5,1,2019,6,9,3,7,,7
Daily 4 Morning,5,2,2019,5,0,7,0,,9
Daily 4 Morning,5,3,2019,1,1,1,6,,8
Daily 4 Morning,5,4,2019,3,1,9,4,,0
Daily 4 Morning,5,6,2019,6,0,7,5,,1
Daily 4 Morning,5,7,2019,1,9,7,7,,5
Daily 4 Morning,5,8,2019,9,4,6,2,,0
Daily 4 Morning,5,9,2019,1,2,3,5,,0
Daily 4 Morning,5,10,2019,7,8,7,4,,9
Daily 4 Morning,5,11,2019,8,4,3,6,,2
Daily 4 Morning,5,13,2019,9,7,2,9,,0
Daily 4 Morning,5,14,2019,1,8,4,4,,9
Daily 4 Morning,5,15,2019,5,6,9,2,,9
Daily 4 Morning,5,16,2019,8,6,0,0,,6
Daily 4 Morning,5,17,2019,4,5,9,5,,7
Daily 4 Morning,5,18,2019,6,0,8,6,,1
Daily 4 Morning,5,20,2019,3,3,3,7,,1
Daily 4 Morning,5,21,2019,0,7,4,6,,2
Daily 4 Morning,5,22,2019,2,8,3,9,,1
Daily 4 Morning,5,23,2019,4,2,8,3,,7
Daily 4 Morning,5,24,2019,4,0,5,8,,6
Daily 4 Morning,5,25,2019,2,4,5,4,,8
Daily 4 Morning,5,27,2019,3,2,6,9,,2
Daily 4 Morning,5,28,2019,3,6,9,0,,3
Daily 4 Morning,5,29,2019,0,7,7,1,,8
Daily 4 Morning,5,30,2019,8,9,6,5,,1
Daily 4 Morning,5,31,2019,7,2,6,0,,8
Daily 4 Morning,6,1,2019,4,5,4,7,,1
Daily 4 Morning,6,3,2019,3,9,7,7,,0
Daily 4 Morning,6,4,2019,9,9,6,3,,9
Daily 4 Morning,6,5,2019,1,1,9,9,,2
Daily 4 Morning,6,6,2019,0,5,4,1,,9
Daily 4 Morning,6,7,2019,6,6,3,2,,6
Daily 4 Morning,6,8,2019,6,9,6,7,,8
Daily 4 Morning,6,10,2019,2,5,4,1,,5
Daily 4 Morning,6,11,2019,2,4,2,3,,4
Daily 4 Morning,6,12,2019,5,4,5,2,,6
Daily 4 Morning,6,13,2019,3,3,2,9,,9
Daily 4 Morning,6,14,2019,2,1,5,2,,0
Daily 4 Morning,6,15,2019,8,4,6,4,,6
Daily 4 Morning,6,17,2019,0,2,6,0,,2
Daily 4 Morning,6,18,2019,6,6,6,7,,5
Daily 4 Morning,6,19,2019,8,7,7,0,,0
Daily 4 Morning,6,20,2019,9,0,7,4,,8
Daily 4 Morning,6,21,2019,4,8,9,0,,2
Daily 4 Morning,6,22,2019,1,2,0,6,,0
Daily 4 Morning,6,24,2019,7,9,5,6,,9
Daily 4 Morning,6,25,2019,3,8,4,6,,5
Daily 4 Morning,6,26,2019,6,9,7,2,,7
Daily 4 Morning,6,27,2019,0,3,8,3,,2
Daily 4 Morning,6,28,2019,4,4,9,1,,2
Daily 4 Morning,6,29,2019,3,5,6,9,,5
Daily 4 Morning,7,1,2019,6,4,8,5,,8
Daily 4 Morning,7,2,2019,3,4,1,0,,7
Daily 4 Morning,7,3,2019,7,0,9,0,,7
Daily 4 Morning,7,4,2019,0,1,1,9,,9
Daily 4 Morning,7,5,2019,0,6,3,4,,5
Daily 4 Morning,7,6,2019,2,8,5,8,,3
Daily 4 Morning,7,8,2019,0,1,0,7,,5
Daily 4 Morning,7,9,2019,1,5,5,2,,6
Daily 4 Morning,7,10,2019,3,2,3,5,,1
Daily 4 Morning,7,11,2019,5,6,6,5,,8
Daily 4 Morning,7,12,2019,4,8,3,9,,6
Daily 4 Morning,7,13,2019,4,8,1,4,,6
Daily 4 Morning,7,15,2019,5,2,6,4,,1
Daily 4 Morning,7,16,2019,1,2,6,2,,3
Daily 4 Morning,7,17,2019,5,0,1,1,,9
Daily 4 Morning,7,18,2019,5,0,2,2,,5
Daily 4 Morning,7,19,2019,1,1,4,5,,8
Daily 4 Morning,7,20,2019,7,3,8,2,,1
Daily 4 Morning,7,22,2019,9,4,4,1,,3
Daily 4 Morning,7,23,2019,1,8,6,0,,5
Daily 4 Morning,7,24,2019,4,4,8,2,,6
Daily 4 Morning,7,25,2019,8,3,6,7,,1
Daily 4 Morning,7,26,2019,0,8,7,0,,5
Daily 4 Morning,7,27,2019,8,3,7,1,,0
Daily 4 Morning,7,29,2019,2,7,3,1,,2
Daily 4 Morning,7,30,2019,7,6,9,4,,8
Daily 4 Morning,7,31,2019,2,3,1,3,,2
Daily 4 Morning,8,1,2019,6,7,8,7,,6
Daily 4 Morning,8,2,2019,0,7,7,5,,8
Daily 4 Morning,8,3,2019,3,5,3,8,,2
Daily 4 Morning,8,5,2019,9,9,7,4,,0
Daily 4 Morning,8,6,2019,4,8,7,0,,4
Daily 4 Morning,8,7,2019,2,8,7,5,,4
Daily 4 Morning,8,8,2019,0,5,2,8,,5
Daily 4 Morning,8,9,2019,9,0,5,5,,5
Daily 4 Morning,8,10,2019,5,6,9,8,,8
Daily 4 Morning,8,12,2019,5,0,8,4,,8
Daily 4 Morning,8,13,2019,4,3,1,6,,9
Daily 4 Morning,8,14,2019,8,8,2,7,,3
Daily 4 Morning,8,15,2019,0,4,6,5,,1
Daily 4 Morning,8,16,2019,8,3,1,9,,2
Daily 4 Morning,8,17,2019,2,2,3,1,,8
Daily 4 Morning,8,19,2019,8,5,8,3,,8
Daily 4 Morning,8,20,2019,8,9,7,4,,1
Daily 4 Morning,8,21,2019,4,1,4,5,,9
Daily 4 Morning,8,22,2019,9,1,5,4,,2
Daily 4 Morning,8,23,2019,8,2,1,8,,9
Daily 4 Morning,8,24,2019,9,0,1,1,,4
Daily 4 Morning,8,26,2019,4,1,2,7,,9
Daily 4 Morning,8,27,2019,2,5,0,1,,2
Daily 4 Morning,8,28,2019,2,4,0,3,,4
Daily 4 Morning,8,29,2019,3,7,8,7,,8
Daily 4 Morning,8,30,2019,5,0,8,5,,1
Daily 4 Morning,8,31,2019,5,1,0,3,,8
Daily 4 Morning,9,2,2019,2,7,9,2,,0
Daily 4 Morning,9,3,2019,3,0,5,9,,9
Daily 4 Morning,9,4,2019,4,9,7,8,,1
Daily 4 Morning,9,5,2019,9,3,9,0,,6
Daily 4 Morning,9,6,2019,3,2,7,3,,8
Daily 4 Morning,9,7,2019,3,2,6,7,,5
Daily 4 Morning,9,9,2019,6,6,1,6,,5
Daily 4 Morning,9,10,2019,8,3,3,1,,7
Daily 4 Morning,9,11,2019,4,9,9,9,,9
Daily 4 Morning,9,12,2019,1,4,6,6,,9
Daily 4 Morning,9,13,2019,7,6,8,7,,0
Daily 4 Morning,9,14,2019,5,6,1,2,,5
Daily 4 Morning,9,16,2019,7,2,5,2,,4
Daily 4 Morning,9,17,2019,0,6,8,6,,1
Daily 4 Morning,9,18,2019,1,0,7,1,,4
Daily 4 Morning,9,19,2019,9,3,7,2,,6
Daily 4 Morning,9,20,2019,7,8,6,3,,7
Daily 4 Morning,9,21,2019,4,9,7,5,,7
Daily 4 Morning,9,23,2019,5,5,4,0,,9
Daily 4 Morning,9,24,2019,8,0,8,6,,3
Daily 4 Morning,9,25,2019,0,1,4,9,,0
Daily 4 Morning,9,26,2019,0,3,8,3,,3
Daily 4 Morning,9,27,2019,4,6,7,0,,1
Daily 4 Morning,9,28,2019,7,5,7,8,,1
Daily 4 Morning,9,30,2019,8,8,3,0,,0
Daily 4 Morning,10,1,2019,8,5,7,7,,4
Daily 4 Morning,10,2,2019,0,7,7,2,,6
Daily 4 Morning,10,3,2019,4,1,3,7,,8
Daily 4 Morning,10,4,2019,6,1,4,4,,0
Daily 4 Morning,10,5,2019,5,0,1,3,,2
Daily 4 Morning,10,7,2019,1,0,8,1,,5
Daily 4 Morning,10,8,2019,9,5,9,0,,7
Daily 4 Morning,10,9,2019,4,3,1,4,,2
Daily 4 Morning,10,10,2019,6,4,5,4,,5
Daily 4 Morning,10,11,2019,5,3,4,6,,3
Daily 4 Morning,10,12,2019,7,2,8,1,,6
Daily 4 Morning,10,14,2019,2,4,2,8,,2
Daily 4 Morning,10,15,2019,5,2,3,7,,9
Daily 4 Morning,10,16,2019,9,0,7,1,,6
Daily 4 Morning,10,17,2019,1,5,2,9,,9
Daily 4 Morning,10,18,2019,8,2,9,9,,5
Daily 4 Morning,10,19,2019,6,8,3,9,,2
Daily 4 Morning,10,21,2019,7,5,6,3,,8
Daily 4 Morning,10,22,2019,6,8,7,7,,2
Daily 4 Morning,10,23,2019,0,0,1,9,,4
Daily 4 Morning,10,24,2019,3,0,0,8,,8
Daily 4 Morning,10,25,2019,2,2,9,0,,5
Daily 4 Morning,10,26,2019,4,2,8,4,,3
Daily 4 Morning,10,28,2019,8,4,0,6,,0
Daily 4 Morning,10,29,2019,0,9,7,5,,2
Daily 4 Morning,10,30,2019,7,3,3,8,,7
Daily 4 Morning,10,31,2019,9,8,8,0,,6
Daily 4 Morning,11,1,2019,8,5,7,1,,4
Daily 4 Morning,11,2,2019,5,3,1,0,,4
Daily 4 Morning,11,4,2019,1,7,9,8,,2
Daily 4 Morning,11,5,2019,4,3,0,8,,2
Daily 4 Morning,11,6,2019,9,3,0,7,,4
Daily 4 Morning,11,7,2019,5,9,4,7,,2
Daily 4 Morning,11,8,2019,9,0,7,3,,9
Daily 4 Morning,11,9,2019,0,0,6,5,,5
Daily 4 Morning,11,11,2019,4,7,7,2,,0
Daily 4 Morning,11,12,2019,4,0,8,7,,9
Daily 4 Morning,11,13,2019,2,8,1,7,,2
Daily 4 Morning,11,14,2019,4,0,6,9,,8
Daily 4 Morning,11,15,2019,6,6,1,8,,0
Daily 4 Morning,11,16,2019,7,5,4,3,,8
Daily 4 Morning,11,18,2019,7,2,6,4,,5
Daily 4 Morning,11,19,2019,2,8,9,1,,8
Daily 4 Morning,11,20,2019,1,6,2,8,,0
Daily 4 Morning,11,21,2019,0,2,1,9,,3
Daily 4 Morning,11,22,2019,6,3,8,9,,6
Daily 4 Morning,11,23,2019,5,0,7,7,,8
Daily 4 Morning,11,25,2019,4,6,0,5,,5
Daily 4 Morning,11,26,2019,5,9,0,3,,1
Daily 4 Morning,11,27,2019,0,4,7,8,,9
Daily 4 Morning,11,28,2019,9,0,0,3,,1
Daily 4 Morning,11,29,2019,8,4,5,8,,6
Daily 4 Morning,11,30,2019,5,3,1,1,,4
Daily 4 Morning,12,2,2019,8,9,2,2,,5
Daily 4 Morning,12,3,2019,8,8,2,6,,6
Daily 4 Morning,12,4,2019,5,4,4,8,,7
Daily 4 Morning,12,5,2019,5,3,7,9,,0
Daily 4 Morning,12,6,2019,8,0,8,2,,5
Daily 4 Morning,12,7,2019,7,8,2,2,,5
Daily 4 Morning,12,9,2019,8,9,1,1,,1
Daily 4 Morning,12,10,2019,1,4,1,2,,6
Daily 4 Morning,12,11,2019,6,5,8,9,,3
Daily 4 Morning,12,12,2019,7,6,4,6,,1
Daily 4 Morning,12,13,2019,0,4,2,8,,4
Daily 4 Morning,12,14,2019,6,1,8,6,,3
Daily 4 Morning,12,16,2019,3,5,3,9,,2
Daily 4 Morning,12,17,2019,0,1,1,6,,2
Daily 4 Morning,12,18,2019,9,6,5,3,,3
Daily 4 Morning,12,19,2019,7,4,8,2,,0
Daily 4 Morning,12,20,2019,2,2,0,3,,7
Daily 4 Morning,12,21,2019,4,5,7,2,,8
Daily 4 Morning,12,23,2019,1,5,4,6,,7
Daily 4 Morning,12,24,2019,8,1,4,4,,8
Daily 4 Morning,12,25,2019,8,9,3,6,,5
Daily 4 Morning,12,26,2019,4,2,4,2,,3
Daily 4 Morning,12,27,2019,0,2,1,4,,1
Daily 4 Morning,12,28,2019,7,1,9,0,,0
Daily 4 Morning,12,30,2019,5,8,5,8,,6
Daily 4 Morning,12,31,2019,8,3,2,3,,8
Daily 4 Morning,1,1,2020,0,3,0,4,,6
Daily 4 Morning,1,2,2020,4,8,2,1,,4
Daily 4 Morning,1,3,2020,3,7,2,0,,1
Daily 4 Morning,1,4,2020,5,0,8,5,,9
Daily 4 Morning,1,6,2020,3,3,6,4,,1
Daily 4 Morning,1,7,2020,0,6,9,6,,6
Daily 4 Morning,1,8,2020,3,9,2,9,,5
Daily 4 Morning,1,9,2020,7,5,8,5,,1
Daily 4 Morning,1,10,2020,8,7,3,7,,7
Daily 4 Morning,1,11,2020,3,3,1,8,,4
Daily 4 Morning,1,13,2020,3,2,0,5,,5
Daily 4 Morning,1,14,2020,1,0,4,8,,2
Daily 4 Morning,1,15,2020,5,0,2,7,,5
Daily 4 Morning,1,16,2020,2,5,3,1,,4
Daily 4 Morning,1,17,2020,1,1,3,2,,9
